"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"2231","25","Married","1","HS Grad","Industrial","No",66,81.28325328,25
"2232","59","Married","3","College Grad","Industrial","Yes",67,81.28325328,59
"2233","39","Married","1","HS Grad","Industrial","No",70,76.43645437,39
"2234","40","Married","1","Some College","Industrial","No",74,94.07271475,40
"2235","51","Married","1","College Grad","Information","Yes",70,104.9215065,51
"2236","63","Never Married","1","HS Grad","Industrial","Yes",74,110.7826503,63
"2237","53","Married","1","< HS Grad","Information","Yes",68,92.89584479,53
"2238","25","Never Married","1","College Grad","Industrial","Yes",67,99.6894637,25
"2239","53","Divorced","1","HS Grad","Industrial","Yes",69,85.38394038,53
"2240","23","Married","1","College Grad","Information","Yes",73,75.35567932,23
"2241","36","Never Married","3","HS Grad","Industrial","No",65,72.15045568,36
"2242","19","Never Married","1","HS Grad","Industrial","No",67,31.41099627,19
"2243","47","Married","1","HS Grad","Industrial","Yes",67,92.89584479,47
"2244","43","Never Married","1","Advanced Degree","Information","Yes",72,103.9024706,43
"2245","40","Married","1","College Grad","Information","Yes",65,111.7208494,40
"2246","38","Married","1","Advanced Degree","Information","Yes",66,180.7799522,38
"2247","63","Married","1","Some College","Information","No",66,109.8339856,63
"2248","45","Never Married","1","College Grad","Industrial","Yes",72,36.6737042,45
"2249","32","Married","1","HS Grad","Information","No",69,73.77574327,32
"2250","37","Married","1","College Grad","Information","Yes",69,98.59934386,37
"2251","37","Divorced","1","HS Grad","Industrial","No",69,57.46364704,37
"2252","41","Married","1","Advanced Degree","Information","No",68,118.8843593,41
"2253","45","Never Married","1","College Grad","Information","Yes",71,82.6796373,45
"2254","22","Never Married","1","Some College","Industrial","No",69,81.28325328,22
"2255","58","Married","3","Advanced Degree","Information","Yes",67,227.458934,58
"2256","44","Married","1","HS Grad","Information","Yes",69,91.69922611,44
"2257","39","Married","1","Some College","Information","Yes",72,116.2653241,39
"2258","40","Married","1","HS Grad","Industrial","Yes",69,141.7751723,40
"2259","33","Never Married","3","Some College","Information","Yes",64,81.28325328,33
"2260","35","Married","1","Advanced Degree","Industrial","No",70,91.09321847,35
"2261","63","Married","3","Advanced Degree","Industrial","No",67,114.4757133,63
"2262","45","Married","1","Advanced Degree","Industrial","Yes",69,160.6424754,45
"2263","31","Married","1","HS Grad","Industrial","Yes",71,99.6894637,31
"2264","41","Never Married","1","Advanced Degree","Industrial","Yes",66,92.89584479,41
"2265","66","Married","1","Advanced Degree","Information","Yes",73,276.7784133,66
"2266","45","Never Married","2","HS Grad","Industrial","Yes",65,82.6796373,45
"2267","47","Never Married","1","Some College","Industrial","No",69,99.6894637,47
"2268","35","Married","1","HS Grad","Information","Yes",70,124.7204462,35
"2269","52","Married","1","HS Grad","Information","No",66,100.7642728,52
"2270","62","Married","1","College Grad","Information","Yes",70,169.8003423,62
"2271","47","Married","1","HS Grad","Industrial","Yes",68,82.6796373,47
"2272","40","Married","1","Some College","Industrial","Yes",68,136.8763676,40
"2273","41","Married","1","Advanced Degree","Information","Yes",69,277.7994802,41
"2274","48","Married","1","HS Grad","Information","Yes",71,118.8843593,48
"2275","55","Married","1","College Grad","Information","Yes",70,118.8843593,55
"2276","64","Married","1","HS Grad","Information","Yes",70,114.4757133,64
"2277","29","Married","1","College Grad","Industrial","Yes",64,61.18752643,29
"2278","49","Married","1","Some College","Industrial","Yes",69,118.8843593,49
"2279","32","Married","1","College Grad","Industrial","Yes",67,133.2323508,32
"2280","41","Married","3","HS Grad","Industrial","Yes",71,82.6796373,41
"2281","58","Married","1","Some College","Industrial","Yes",69,148.4131591,58
"2282","41","Married","1","Some College","Industrial","Yes",69,148.4131591,41
"2283","34","Never Married","1","Some College","Information","Yes",65,96.93409046,34
"2284","43","Married","1","College Grad","Information","Yes",71,154.685293,43
"2285","23","Never Married","2","< HS Grad","Information","No",72,87.98103279,23
"2286","40","Never Married","1","Advanced Degree","Industrial","Yes",74,102.8702469,40
"2287","46","Married","1","Advanced Degree","Information","Yes",70,281.7459706,46
"2288","35","Married","1","College Grad","Industrial","No",70,106.9218141,35
"2289","42","Never Married","1","Advanced Degree","Information","Yes",70,148.4144482,42
"2290","47","Separated","1","HS Grad","Industrial","No",71,111.7208494,47
"2291","45","Married","1","HS Grad","Industrial","Yes",67,148.4131591,45
"2292","34","Never Married","1","College Grad","Information","Yes",70,108.8745258,34
"2293","57","Married","1","HS Grad","Industrial","Yes",62,104.9215065,57
"2294","32","Never Married","1","Some College","Information","Yes",70,86.17378673,32
"2295","55","Divorced","1","HS Grad","Information","Yes",66,102.8702469,55
"2296","22","Never Married","1","College Grad","Information","No",67,76.28327785,22
"2297","51","Married","1","HS Grad","Information","Yes",71,124.7204462,51
"2298","26","Never Married","1","HS Grad","Industrial","No",67,66.96164432,26
"2299","27","Never Married","1","College Grad","Information","No",65,54.59815003,27
"2300","34","Married","1","College Grad","Information","Yes",66,166.3249412,34
"2301","48","Married","1","HS Grad","Information","Yes",70,91.70163967,48
"2302","23","Married","1","HS Grad","Industrial","No",69,78.346562,23
"2303","41","Married","1","HS Grad","Industrial","Yes",66,111.7208494,41
"2304","49","Divorced","1","Advanced Degree","Information","Yes",69,151.5914842,49
"2305","47","Married","1","Advanced Degree","Information","Yes",72,120.5894365,47
"2306","35","Divorced","2","College Grad","Industrial","Yes",68,117.1468169,35
"2307","50","Married","1","HS Grad","Industrial","Yes",67,81.98531783,50
"2308","55","Married","1","HS Grad","Industrial","Yes",68,137.5901428,55
"2309","69","Married","1","HS Grad","Industrial","Yes",66,40.40566526,69
"2310","45","Married","1","HS Grad","Industrial","Yes",70,154.685293,45
"2311","40","Married","1","Some College","Industrial","Yes",72,154.685293,40
"2312","47","Never Married","1","College Grad","Information","Yes",67,143.3253181,47
"2313","22","Never Married","1","Some College","Industrial","Yes",68,78.3924668,22
"2314","42","Divorced","1","HS Grad","Industrial","No",70,85.38394038,42
"2315","47","Married","1","College Grad","Information","Yes",63,159.4741767,47
"2316","48","Married","2","HS Grad","Industrial","No",68,66.22940829,48
"2317","28","Never Married","1","HS Grad","Industrial","No",72,111.7208494,28
"2318","49","Never Married","1","Some College","Industrial","Yes",74,90.72707931,49
"2319","51","Divorced","1","HS Grad","Industrial","Yes",69,128.6804882,51
"2320","58","Married","1","Advanced Degree","Industrial","Yes",64,148.4131591,58
"2321","32","Never Married","2","Some College","Information","Yes",73,114.4757133,32
"2322","55","Married","1","HS Grad","Industrial","Yes",74,87.98103279,55
"2323","49","Married","1","HS Grad","Information","Yes",71,94.07271475,49
"2324","46","Married","1","HS Grad","Industrial","No",71,87.98103279,46
"2325","44","Married","1","Advanced Degree","Information","Yes",69,182.020621,44
"2326","25","Married","1","Some College","Industrial","Yes",67,87.98103279,25
"2327","73","Divorced","2","< HS Grad","Industrial","Yes",71,92.89584479,73
"2328","18","Never Married","1","HS Grad","Industrial","Yes",65,72.15045568,18
"2329","52","Married","2","< HS Grad","Information","Yes",71,122.2636739,52
"2330","28","Married","3","HS Grad","Industrial","No",69,72.15045568,28
"2331","51","Married","1","HS Grad","Industrial","No",69,82.6796373,51
"2332","44","Married","1","College Grad","Information","Yes",66,176.9896505,44
"2333","44","Married","1","Some College","Information","Yes",67,141.7751723,44
"2334","29","Married","3","HS Grad","Industrial","Yes",70,95.23071257,29
"2335","48","Married","3","College Grad","Information","No",69,141.7751723,48
"2336","62","Married","1","HS Grad","Information","Yes",70,101.8243521,62
"2337","40","Married","1","Advanced Degree","Information","Yes",71,131.7378012,40
"2338","24","Never Married","1","Some College","Industrial","No",69,66.32519494,24
"2339","48","Married","1","College Grad","Industrial","Yes",75,118.8843593,48
"2340","54","Married","1","Advanced Degree","Information","Yes",70,163.515864,54
"2341","69","Married","2","< HS Grad","Information","Yes",68,114.4757133,69
"2342","48","Married","1","HS Grad","Industrial","No",72,123.0896998,48
"2343","73","Married","1","< HS Grad","Industrial","No",62,40.19437052,73
"2344","30","Married","2","Some College","Information","No",72,70.5134157,30
"2345","41","Never Married","3","Some College","Information","No",66,73.77574327,41
"2346","48","Married","1","< HS Grad","Information","No",69,100.8794609,48
"2347","63","Married","1","College Grad","Information","Yes",66,84.04595765,63
"2348","29","Married","1","Some College","Information","No",72,85.38394038,29
"2349","40","Married","1","Some College","Industrial","Yes",67,141.7751723,40
"2350","52","Married","1","Some College","Information","Yes",69,91.09321847,52
"2351","54","Separated","1","HS Grad","Industrial","Yes",68,114.4757133,54
"2352","33","Married","1","College Grad","Industrial","Yes",67,267.9010869,33
"2353","42","Married","1","College Grad","Information","Yes",71,160.6424754,42
"2354","31","Married","2","HS Grad","Industrial","Yes",70,94.07271475,31
"2355","46","Married","1","Some College","Information","Yes",72,139.6758702,46
"2356","44","Married","1","College Grad","Industrial","Yes",67,125.1238157,44
"2357","45","Separated","1","HS Grad","Industrial","No",73,113.5670896,45
"2358","40","Married","1","HS Grad","Industrial","No",67,182.020621,40
"2359","31","Never Married","1","HS Grad","Industrial","Yes",68,102.8702469,31
"2360","19","Never Married","1","HS Grad","Industrial","No",73,76.89360252,19
"2361","43","Married","1","HS Grad","Industrial","Yes",72,109.8339856,43
"2362","56","Married","1","College Grad","Information","Yes",70,142.4571699,56
"2363","55","Married","1","Some College","Industrial","Yes",68,101.8243521,55
"2364","59","Married","1","Advanced Degree","Information","Yes",72,118.8843593,59
"2365","49","Divorced","1","< HS Grad","Information","Yes",71,102.8702469,49
"2366","42","Married","1","College Grad","Industrial","Yes",71,128.6804882,42
"2367","27","Never Married","1","HS Grad","Industrial","No",68,61.18752643,27
"2368","34","Never Married","1","HS Grad","Industrial","No",69,81.28607729,34
"2369","47","Married","1","College Grad","Information","Yes",70,276.7784133,47
"2370","35","Married","1","Advanced Degree","Information","Yes",74,268.266292,35
"2371","33","Married","2","Some College","Information","Yes",68,104.9215065,33
"2372","35","Married","1","HS Grad","Industrial","Yes",66,144.4780877,35
"2373","40","Married","1","Some College","Information","Yes",69,118.8843593,40
"2374","53","Married","1","College Grad","Information","No",71,94.07271475,53
"2375","47","Married","2","College Grad","Information","Yes",65,73.77574327,47
"2376","45","Never Married","1","Advanced Degree","Information","Yes",67,196.1252726,45
"2377","34","Married","1","College Grad","Industrial","Yes",67,169.07354,34
"2378","25","Married","1","< HS Grad","Industrial","Yes",71,69.6190369,25
"2379","56","Married","1","College Grad","Information","No",69,124.7204462,56
"2380","54","Married","1","Some College","Information","Yes",71,115.5180852,54
"2381","41","Married","1","< HS Grad","Industrial","Yes",72,89.24288466,41
"2382","46","Married","1","Advanced Degree","Information","Yes",67,276.7784133,46
"2383","44","Married","1","Advanced Degree","Industrial","Yes",70,170.6951277,44
"2384","44","Divorced","1","College Grad","Information","Yes",68,99.6894637,44
"2385","46","Married","1","Advanced Degree","Information","Yes",70,148.4131591,46
"2386","38","Married","1","College Grad","Information","Yes",70,114.4757133,38
"2387","36","Married","1","HS Grad","Industrial","No",70,128.6804882,36
"2388","27","Never Married","3","College Grad","Information","Yes",64,99.6894637,27
"2389","33","Married","1","HS Grad","Industrial","No",66,128.6804882,33
"2390","56","Married","2","HS Grad","Industrial","Yes",65,140.3982002,56
"2391","52","Married","1","HS Grad","Information","Yes",68,111.7208494,52
"2392","33","Never Married","1","Advanced Degree","Information","Yes",70,125.5254984,33
"2393","32","Married","3","College Grad","Industrial","No",70,94.07271475,32
"2394","39","Divorced","1","College Grad","Industrial","Yes",72,118.8843593,39
"2395","22","Never Married","1","HS Grad","Industrial","No",66,72.15045568,22
"2396","53","Married","1","College Grad","Industrial","No",70,104.9215065,53
"2397","36","Married","1","College Grad","Industrial","Yes",69,277.7994802,36
"2398","37","Married","1","< HS Grad","Industrial","No",70,73.77574327,37
"2399","40","Married","1","HS Grad","Information","Yes",69,130.9821774,40
"2400","51","Married","2","HS Grad","Industrial","Yes",74,78.21457569,51
"2401","40","Married","1","HS Grad","Information","Yes",69,90.48191336,40
"2402","56","Married","1","Advanced Degree","Information","Yes",66,117.1468169,56
"2403","50","Married","1","HS Grad","Industrial","Yes",69,99.6894637,50
"2404","49","Married","1","HS Grad","Industrial","Yes",69,166.3249412,49
"2405","32","Married","1","< HS Grad","Information","No",73,81.28325328,32
"2406","21","Never Married","1","HS Grad","Information","Yes",71,84.04595765,21
"2407","48","Married","1","College Grad","Information","Yes",72,114.4757133,48
"2408","48","Married","1","Some College","Industrial","Yes",71,73.77574327,48
"2409","32","Married","1","Some College","Industrial","Yes",70,115.1062017,32
"2410","30","Never Married","1","Some College","Industrial","Yes",68,53.02755112,30
"2411","30","Married","1","Some College","Industrial","No",69,118.8843593,30
"2412","33","Married","1","< HS Grad","Information","No",67,79.85490031,33
"2413","56","Married","3","Advanced Degree","Industrial","No",70,56.45386498,56
"2414","46","Divorced","2","Some College","Information","Yes",76,90.48191336,46
"2415","49","Married","1","Some College","Industrial","Yes",69,104.9215065,49
"2416","24","Never Married","1","HS Grad","Industrial","No",70,87.98103279,24
"2417","48","Never Married","1","Some College","Information","Yes",70,147.1166892,48
"2418","37","Divorced","1","College Grad","Industrial","No",72,109.8339856,37
"2419","53","Married","1","Some College","Industrial","Yes",69,118.8843593,53
"2420","56","Married","2","Advanced Degree","Information","Yes",69,141.7751723,56
"2421","34","Married","2","Some College","Information","No",69,108.8745258,34
"2422","56","Married","1","Some College","Industrial","Yes",71,104.9215065,56
"2423","48","Married","1","HS Grad","Industrial","Yes",67,109.8339856,48
"2424","47","Married","2","HS Grad","Industrial","No",72,27.14057921,47
"2425","52","Married","1","Some College","Information","Yes",71,70.47601965,52
"2426","40","Married","1","Some College","Industrial","Yes",68,166.8793833,40
"2427","25","Married","1","HS Grad","Information","Yes",69,127.1157438,25
"2428","35","Married","1","College Grad","Industrial","Yes",68,117.1468169,35
"2429","40","Never Married","2","Some College","Information","Yes",69,103.9024706,40
"2430","22","Never Married","1","HS Grad","Industrial","No",71,34.60741773,22
"2431","50","Divorced","1","Some College","Information","Yes",67,100.0134869,50
"2432","48","Separated","1","< HS Grad","Industrial","No",65,64.86896919,48
"2433","40","Never Married","3","Advanced Degree","Industrial","Yes",69,109.8339856,40
"2434","45","Married","1","Some College","Information","Yes",67,127.1157438,45
"2435","30","Married","1","College Grad","Information","Yes",69,114.4757133,30
"2436","46","Married","1","College Grad","Industrial","Yes",69,117.1468169,46
"2437","34","Married","1","HS Grad","Industrial","Yes",70,134.7053751,34
"2438","32","Married","1","< HS Grad","Industrial","No",69,65.11085372,32
"2439","53","Married","1","College Grad","Industrial","Yes",70,143.1349408,53
"2440","32","Never Married","1","Some College","Industrial","No",75,76.89360252,32
"2441","39","Married","2","College Grad","Industrial","No",73,99.6894637,39
"2442","51","Married","1","College Grad","Information","Yes",66,94.07271475,51
"2443","40","Married","1","HS Grad","Information","Yes",70,75.35567932,40
"2444","66","Married","1","College Grad","Information","Yes",67,127.1157438,66
"2445","40","Married","1","College Grad","Industrial","Yes",65,166.3249412,40
"2446","52","Married","1","Advanced Degree","Information","No",73,133.2323508,52
"2447","36","Married","1","Some College","Information","Yes",72,125.5254984,36
"2448","32","Never Married","1","HS Grad","Industrial","Yes",68,89.49247952,32
"2449","45","Married","1","HS Grad","Information","No",70,84.04595765,45
"2450","37","Married","1","HS Grad","Information","Yes",73,169.07354,37
"2451","47","Married","3","Advanced Degree","Information","Yes",72,160.6424754,47
"2452","49","Married","1","HS Grad","Industrial","Yes",69,144.1706065,49
"2453","53","Married","1","< HS Grad","Information","No",76,73.77574327,53
"2454","66","Divorced","2","HS Grad","Information","Yes",69,70.47601965,66
"2455","33","Married","1","< HS Grad","Information","No",68,73.77574327,33
"2456","58","Divorced","1","HS Grad","Industrial","No",69,94.07271475,58
"2457","41","Married","1","Advanced Degree","Industrial","No",68,83.19132429,41
"2458","54","Married","3","Some College","Information","Yes",67,134.7053751,54
"2459","26","Never Married","1","HS Grad","Industrial","No",72,86.69515483,26
"2460","24","Never Married","4","HS Grad","Industrial","No",69,70.47601965,24
"2461","62","Married","1","College Grad","Information","No",76,130.9821774,62
"2462","63","Married","1","HS Grad","Information","Yes",70,136.3039976,63
"2463","26","Never Married","3","College Grad","Industrial","Yes",66,114.0225804,26
"2464","45","Married","1","HS Grad","Information","Yes",67,106.1275822,45
"2465","23","Married","1","HS Grad","Industrial","No",66,87.98103279,23
"2466","31","Married","1","College Grad","Industrial","No",68,116.2653241,31
"2467","44","Married","1","Advanced Degree","Information","Yes",75,143.1349408,44
"2468","43","Never Married","1","< HS Grad","Industrial","Yes",65,54.59815003,43
"2469","48","Married","1","HS Grad","Industrial","No",73,48.18565022,48
"2470","48","Married","1","College Grad","Information","Yes",65,123.0896998,48
"2471","55","Married","1","Advanced Degree","Information","No",70,117.5843403,55
"2472","45","Married","3","Advanced Degree","Information","Yes",74,272.2947832,45
"2473","48","Married","1","College Grad","Information","Yes",70,145.1436012,48
"2474","63","Married","1","HS Grad","Industrial","Yes",70,118.8843593,63
"2475","57","Married","2","HS Grad","Information","Yes",72,97.49329405,57
"2476","69","Married","3","Advanced Degree","Information","Yes",70,148.4131591,69
"2477","31","Never Married","1","College Grad","Information","Yes",69,127.1157438,31
"2478","38","Married","1","College Grad","Information","Yes",68,268.266292,38
"2479","43","Separated","1","College Grad","Information","Yes",70,109.8339856,43
"2480","19","Never Married","1","HS Grad","Industrial","No",71,51.90369627,19
"2481","44","Married","1","College Grad","Information","Yes",74,114.4757133,44
"2482","31","Married","3","College Grad","Information","No",71,134.7053751,31
"2483","49","Never Married","4","< HS Grad","Industrial","Yes",64,87.98103279,49
"2484","29","Married","1","Some College","Information","Yes",70,95.23071257,29
"2485","26","Married","4","Some College","Information","Yes",67,76.89360252,26
"2486","37","Married","1","Advanced Degree","Information","Yes",68,116.2653241,37
"2487","30","Never Married","1","HS Grad","Industrial","No",70,81.28325328,30
"2488","35","Married","1","Some College","Industrial","Yes",68,131.621803,35
"2489","40","Married","1","HS Grad","Industrial","Yes",65,117.1468169,40
"2490","44","Divorced","4","Advanced Degree","Information","Yes",70,68.74808773,44
"2491","65","Married","1","HS Grad","Industrial","Yes",74,125.5254984,65
"2492","54","Married","2","Some College","Industrial","Yes",66,101.8243521,54
"2493","56","Married","1","Some College","Industrial","Yes",70,140.3982002,56
"2494","48","Married","1","College Grad","Information","Yes",69,107.9039239,48
"2495","37","Divorced","1","Some College","Industrial","No",69,58.01478201,37
"2496","30","Married","1","HS Grad","Industrial","Yes",72,99.6894637,30
"2497","46","Married","1","Advanced Degree","Industrial","No",69,85.38394038,46
"2498","37","Married","1","HS Grad","Industrial","Yes",67,131.7378012,37
"2499","58","Divorced","2","HS Grad","Information","No",71,81.28325328,58
"2500","52","Married","1","Some College","Industrial","Yes",70,86.69515483,52
"2501","45","Married","1","Some College","Information","Yes",72,157.7005277,45
"2502","33","Married","1","HS Grad","Industrial","No",69,65.11462388,33
"2503","51","Married","1","Some College","Industrial","No",64,90.48191336,51
"2504","50","Married","1","< HS Grad","Industrial","No",69,46.7632688,50
"2505","42","Married","1","HS Grad","Industrial","Yes",66,85.38394038,42
"2506","46","Never Married","1","Some College","Industrial","Yes",69,139.7030715,46
"2507","43","Married","1","Advanced Degree","Information","Yes",69,148.4131591,43
"2508","47","Married","1","Some College","Industrial","Yes",75,81.28325328,47
"2509","47","Married","1","Advanced Degree","Information","No",72,118.8843593,47
"2510","44","Married","1","College Grad","Information","No",69,71.15195654,44
"2511","36","Married","3","HS Grad","Industrial","No",70,65.11085372,36
"2512","39","Married","1","HS Grad","Industrial","No",70,65.11085372,39
"2513","29","Married","1","College Grad","Information","Yes",66,125.5254984,29
"2514","40","Married","1","Some College","Information","Yes",67,123.0896998,40
"2515","20","Never Married","1","Some College","Industrial","Yes",69,70.81503862,20
"2516","32","Married","1","Advanced Degree","Information","Yes",69,112.6488963,32
"2517","36","Married","1","Some College","Industrial","Yes",69,86.69515483,36
"2518","31","Never Married","2","Some College","Industrial","Yes",67,82.6796373,31
"2519","28","Married","3","College Grad","Industrial","Yes",69,130.9821774,28
"2520","41","Divorced","4","Some College","Information","Yes",66,117.1468169,41
"2521","54","Married","1","College Grad","Industrial","Yes",72,176.9896505,54
"2522","42","Married","1","HS Grad","Industrial","No",67,118.8843593,42
"2523","19","Never Married","1","HS Grad","Information","Yes",65,68.74808773,19
"2524","59","Married","1","Some College","Information","No",69,267.9010869,59
"2525","64","Never Married","1","Some College","Information","Yes",68,99.6894637,64
"2526","31","Married","1","Some College","Industrial","Yes",69,92.65813017,31
"2527","37","Never Married","1","Some College","Information","Yes",67,109.8339856,37
"2528","30","Married","1","HS Grad","Industrial","Yes",69,87.98103279,30
"2529","24","Never Married","1","College Grad","Industrial","Yes",70,118.8843593,24
"2530","26","Married","1","HS Grad","Industrial","No",66,75.04315402,26
"2531","44","Married","1","College Grad","Information","Yes",64,114.4757133,44
"2532","39","Married","1","Advanced Degree","Information","Yes",69,276.7784133,39
"2533","48","Married","1","Advanced Degree","Information","Yes",68,277.6014175,48
"2534","53","Never Married","2","HS Grad","Industrial","Yes",73,80.57319971,53
"2535","42","Married","3","Advanced Degree","Information","Yes",67,114.4757133,42
"2536","44","Married","1","Advanced Degree","Industrial","Yes",74,166.3249412,44
"2537","25","Never Married","1","College Grad","Information","Yes",69,85.38394038,25
"2538","46","Married","1","HS Grad","Industrial","Yes",70,43.73511168,46
"2539","52","Married","1","Some College","Information","No",65,101.8243521,52
"2540","33","Married","1","Some College","Information","Yes",76,87.98103279,33
"2541","30","Married","2","Some College","Information","No",72,121.4303138,30
"2542","38","Never Married","1","Some College","Industrial","Yes",72,109.8339856,38
"2543","29","Never Married","1","HS Grad","Information","Yes",70,79.85490031,29
"2544","57","Married","3","College Grad","Industrial","Yes",65,127.1157438,57
"2545","50","Married","1","College Grad","Information","Yes",70,115.285517,50
"2546","23","Never Married","1","Some College","Industrial","No",67,98.60153978,23
"2547","46","Divorced","1","Some College","Information","Yes",71,144.4780877,46
"2548","61","Married","1","College Grad","Industrial","Yes",65,136.1577108,61
"2549","70","Married","1","< HS Grad","Information","No",68,100.7642728,70
"2550","59","Married","1","HS Grad","Industrial","Yes",71,76.89360252,59
"2551","57","Married","2","HS Grad","Industrial","Yes",67,90.48191336,57
"2552","25","Never Married","1","HS Grad","Industrial","No",66,86.69515483,25
"2553","48","Married","1","Some College","Industrial","Yes",75,123.9085676,48
"2554","52","Married","3","Advanced Degree","Information","No",68,65.11085372,52
"2555","44","Separated","1","College Grad","Information","Yes",71,131.7378012,44
"2556","40","Married","1","HS Grad","Industrial","Yes",67,66.96164432,40
"2557","43","Married","1","College Grad","Information","Yes",70,196.1252726,43
"2558","51","Married","1","Some College","Industrial","Yes",71,166.3249412,51
"2559","43","Married","3","< HS Grad","Information","No",72,65.11085372,43
"2560","42","Married","1","HS Grad","Industrial","Yes",70,120.5894365,42
"2561","28","Married","1","HS Grad","Industrial","No",67,101.8243521,28
"2562","54","Married","1","Advanced Degree","Information","No",68,148.4131591,54
"2563","34","Married","1","Advanced Degree","Information","Yes",70,159.0520271,34
"2564","50","Married","1","College Grad","Information","Yes",68,109.8339856,50
"2565","36","Married","1","Advanced Degree","Information","Yes",74,140.0511976,36
"2566","36","Married","1","College Grad","Industrial","Yes",72,132.3524777,36
"2567","71","Widowed","1","Some College","Industrial","Yes",68,118.8843593,71
"2568","31","Never Married","3","Advanced Degree","Information","Yes",66,97.49329405,31
"2569","43","Married","1","Advanced Degree","Information","Yes",66,134.7053751,43
"2570","20","Never Married","1","Some College","Industrial","No",72,72.15045568,20
"2571","23","Never Married","1","< HS Grad","Industrial","Yes",70,87.98103279,23
"2572","42","Divorced","1","HS Grad","Industrial","No",69,49.55533812,42
"2573","41","Married","1","Advanced Degree","Information","Yes",69,149.0558956,41
"2574","27","Married","1","Advanced Degree","Information","Yes",70,122.2636739,27
"2575","29","Married","1","Some College","Industrial","No",69,101.8243521,29
"2576","41","Divorced","1","Some College","Industrial","Yes",72,99.6894637,41
"2577","41","Married","2","HS Grad","Industrial","Yes",69,104.9215065,41
"2578","22","Never Married","1","Some College","Information","No",71,81.28325328,22
"2579","39","Married","1","HS Grad","Industrial","Yes",68,73.77574327,39
"2580","50","Married","1","College Grad","Industrial","No",69,82.6796373,50
"2581","49","Never Married","1","College Grad","Industrial","Yes",68,148.4131591,49
"2582","42","Married","1","Some College","Information","Yes",69,118.8843593,42
"2583","38","Married","2","HS Grad","Information","Yes",73,129.4536446,38
"2584","55","Married","1","College Grad","Information","No",67,134.7053751,55
"2585","47","Never Married","1","HS Grad","Industrial","No",66,79.85490031,47
"2586","52","Married","4","< HS Grad","Information","No",70,68.11199407,52
"2587","56","Divorced","1","College Grad","Industrial","No",66,40.40566526,56
"2588","30","Married","1","Some College","Information","No",68,131.7378012,30
"2589","56","Married","1","HS Grad","Industrial","No",70,134.7053751,56
"2590","46","Married","1","HS Grad","Industrial","Yes",69,114.4757133,46
"2591","43","Married","1","< HS Grad","Information","No",72,126.3238807,43
"2592","35","Married","1","Some College","Industrial","Yes",68,116.7071546,35
"2593","58","Married","1","HS Grad","Industrial","Yes",70,109.8339856,58
"2594","69","Married","1","HS Grad","Industrial","Yes",66,81.22674631,69
"2595","68","Divorced","1","HS Grad","Information","Yes",74,87.98103279,68
"2596","52","Married","1","Some College","Information","Yes",69,127.1157438,52
"2597","46","Never Married","2","College Grad","Information","Yes",67,104.9215065,46
"2598","39","Never Married","1","College Grad","Information","Yes",69,107.9039239,39
"2599","66","Married","1","College Grad","Industrial","No",70,109.8339856,66
"2600","30","Married","1","Advanced Degree","Industrial","Yes",72,117.1468169,30
"2601","30","Divorced","1","Some College","Industrial","Yes",72,107.9039239,30
"2602","43","Married","1","HS Grad","Industrial","No",70,72.15045568,43
"2603","49","Married","1","Advanced Degree","Industrial","Yes",63,160.6424754,49
"2604","54","Married","1","Advanced Degree","Information","Yes",70,148.4131591,54
"2605","48","Divorced","1","Advanced Degree","Information","Yes",66,143.1349408,48
"2606","37","Separated","2","Some College","Information","No",72,97.49329405,37
"2607","46","Married","1","College Grad","Information","Yes",70,141.7751723,46
"2608","53","Married","1","HS Grad","Industrial","No",72,148.4131591,53
"2609","31","Never Married","1","College Grad","Industrial","Yes",67,109.8339856,31
"2610","18","Never Married","1","Some College","Information","No",70,59.09706408,18
"2611","49","Married","1","College Grad","Information","Yes",72,152.5282169,49
"2612","39","Married","1","HS Grad","Industrial","No",69,81.28325328,39
"2613","40","Married","1","HS Grad","Information","No",70,43.73511168,40
"2614","37","Married","1","HS Grad","Information","Yes",74,96.37065283,37
"2615","24","Married","1","HS Grad","Industrial","Yes",72,101.8243521,24
"2616","35","Married","1","College Grad","Industrial","Yes",65,130.9821774,35
"2617","27","Never Married","1","HS Grad","Industrial","No",69,82.6796373,27
"2618","44","Never Married","3","Advanced Degree","Information","Yes",65,130.9821774,44
"2619","46","Married","1","College Grad","Industrial","No",69,89.24288466,46
"2620","40","Married","1","Some College","Information","No",69,85.11853342,40
"2621","39","Married","1","Advanced Degree","Information","Yes",67,166.3249412,39
"2622","42","Never Married","1","< HS Grad","Industrial","Yes",69,100.7642728,42
"2623","37","Married","1","HS Grad","Industrial","Yes",69,99.6894637,37
"2624","58","Married","1","Some College","Information","Yes",70,123.0896998,58
"2625","40","Married","3","Advanced Degree","Industrial","Yes",71,163.515864,40
"2626","27","Married","1","HS Grad","Information","Yes",69,85.38394038,27
"2627","31","Married","1","Some College","Information","Yes",72,75.35567932,31
"2628","44","Married","1","HS Grad","Industrial","No",71,65.11085372,44
"2629","38","Divorced","1","HS Grad","Industrial","Yes",68,92.65813017,38
"2630","34","Married","1","College Grad","Information","No",71,137.5901428,34
"2631","41","Married","1","HS Grad","Information","Yes",68,134.8515263,41
"2632","20","Never Married","1","< HS Grad","Industrial","No",67,72.4793163,20
