age,sex,marital,race,education,region,job_class,health_ins,height,daily_wage
51,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,181,124.7204462
26,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,171,66.96164432
27,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,166,54.59815003
34,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,168,166.3249412
48,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,177,91.70163967
23,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,174,78.346562
41,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,168,111.7208494
49,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,175,151.5914842
47,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,182,120.5894365
35,Male,Divorced,2,College Grad,Middle Atlantic,Industrial,Yes,172,117.1468169
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,170,81.98531783
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,172,137.5901428
69,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,168,40.40566526
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,177,154.685293
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,183,154.685293
47,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,171,143.3253181
22,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,172,78.3924668
42,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,179,85.38394038
47,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,161,159.4741767
48,Male,Married,2,HS Grad,Middle Atlantic,Industrial,No,172,66.22940829
28,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,182,111.7208494
49,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,188,90.72707931
51,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,176,128.6804882
58,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,162,148.4131591
32,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,185,114.4757133
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,188,87.98103279
49,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,181,94.07271475
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,181,87.98103279
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,174,182.020621
25,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,169,87.98103279
73,Male,Divorced,2,< HS Grad,Middle Atlantic,Industrial,Yes,181,92.89584479
18,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,164,72.15045568
52,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,181,122.2636739
28,Male,Married,3,HS Grad,Middle Atlantic,Industrial,No,176,72.15045568
51,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,176,82.6796373
44,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,167,176.9896505
44,Male,Married,1,Some College,Middle Atlantic,Information,Yes,169,141.7751723
29,Male,Married,3,HS Grad,Middle Atlantic,Industrial,Yes,177,95.23071257
48,Male,Married,3,College Grad,Middle Atlantic,Information,No,174,141.7751723
62,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,179,101.8243521
40,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,180,131.7378012
24,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,174,66.32519494
48,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,190,118.8843593
54,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,178,163.515864
69,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,172,114.4757133
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,184,123.0896998
73,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,158,40.19437052
30,Male,Married,2,Some College,Middle Atlantic,Information,No,183,70.5134157
41,Male,Never Married,3,Some College,Middle Atlantic,Information,No,168,73.77574327
48,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,176,100.8794609
63,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,168,84.04595765
29,Male,Married,1,Some College,Middle Atlantic,Information,No,183,85.38394038
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,170,141.7751723
52,Male,Married,1,Some College,Middle Atlantic,Information,Yes,176,91.09321847
54,Male,Separated,1,HS Grad,Middle Atlantic,Industrial,Yes,172,114.4757133
33,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,170,267.9010869
42,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,180,160.6424754
31,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,178,94.07271475
46,Male,Married,1,Some College,Middle Atlantic,Information,Yes,182,139.6758702
44,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,170,125.1238157
45,Male,Separated,1,HS Grad,Middle Atlantic,Industrial,No,185,113.5670896
40,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,170,182.020621
31,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,172,102.8702469
19,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,185,76.89360252
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,182,109.8339856
56,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,177,142.4571699
55,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,173,101.8243521
59,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,183,118.8843593
49,Male,Divorced,1,< HS Grad,Middle Atlantic,Information,Yes,180,102.8702469
42,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,181,128.6804882
27,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,172,61.18752643
34,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,175,81.28607729
47,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,178,276.7784133
35,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,187,268.266292
33,Male,Married,2,Some College,Middle Atlantic,Information,Yes,172,104.9215065
35,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,167,144.4780877
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,176,118.8843593
53,Male,Married,1,College Grad,Middle Atlantic,Information,No,181,94.07271475
47,Male,Married,2,College Grad,Middle Atlantic,Information,Yes,165,73.77574327
45,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,170,196.1252726
34,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,169,169.07354
25,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,180,69.6190369
56,Male,Married,1,College Grad,Middle Atlantic,Information,No,176,124.7204462
54,Male,Married,1,Some College,Middle Atlantic,Information,Yes,181,115.5180852
41,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,183,89.24288466
46,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,169,276.7784133
44,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,178,170.6951277
44,Male,Divorced,1,College Grad,Middle Atlantic,Information,Yes,173,99.6894637
46,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,178,148.4131591
38,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,179,114.4757133
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,177,128.6804882
27,Male,Never Married,3,College Grad,Middle Atlantic,Information,Yes,162,99.6894637
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,168,128.6804882
56,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,164,140.3982002
52,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,173,111.7208494
33,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,179,125.5254984
32,Male,Married,3,College Grad,Middle Atlantic,Industrial,No,179,94.07271475
39,Male,Divorced,1,College Grad,Middle Atlantic,Industrial,Yes,182,118.8843593
22,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,168,72.15045568
53,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,177,104.9215065
36,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,176,277.7994802
37,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,179,73.77574327
40,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,176,130.9821774
51,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,187,78.21457569
40,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,175,90.48191336
56,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,167,117.1468169
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,176,99.6894637
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,174,166.3249412
32,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,185,81.28325328
21,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,180,84.04595765
48,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,182,114.4757133
48,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,180,73.77574327
32,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,178,115.1062017
30,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,173,53.02755112
30,Male,Married,1,Some College,Middle Atlantic,Industrial,No,176,118.8843593
33,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,170,79.85490031
56,Male,Married,3,Advanced Degree,Middle Atlantic,Industrial,No,178,56.45386498
46,Male,Divorced,2,Some College,Middle Atlantic,Information,Yes,192,90.48191336
49,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,176,104.9215065
24,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,179,87.98103279
48,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,177,147.1166892
37,Male,Divorced,1,College Grad,Middle Atlantic,Industrial,No,183,109.8339856
53,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,176,118.8843593
56,Male,Married,2,Advanced Degree,Middle Atlantic,Information,Yes,175,141.7751723
34,Male,Married,2,Some College,Middle Atlantic,Information,No,176,108.8745258
56,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,181,104.9215065
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,171,109.8339856
47,Male,Married,2,HS Grad,Middle Atlantic,Industrial,No,184,27.14057921
52,Male,Married,1,Some College,Middle Atlantic,Information,Yes,181,70.47601965
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,172,166.8793833
25,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,175,127.1157438
35,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,173,117.1468169
40,Male,Never Married,2,Some College,Middle Atlantic,Information,Yes,176,103.9024706
22,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,180,34.60741773
50,Male,Divorced,1,Some College,Middle Atlantic,Information,Yes,171,100.0134869
48,Male,Separated,1,< HS Grad,Middle Atlantic,Industrial,No,166,64.86896919
40,Male,Never Married,3,Advanced Degree,Middle Atlantic,Industrial,Yes,175,109.8339856
45,Male,Married,1,Some College,Middle Atlantic,Information,Yes,170,127.1157438
30,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,175,114.4757133
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,176,117.1468169
34,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,178,134.7053751
32,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,176,65.11085372
53,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,178,143.1349408
32,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,191,76.89360252
39,Male,Married,2,College Grad,Middle Atlantic,Industrial,No,185,99.6894637
51,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,168,94.07271475
40,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,178,75.35567932
66,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,170,127.1157438
40,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,166,166.3249412
52,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,185,133.2323508
36,Male,Married,1,Some College,Middle Atlantic,Information,Yes,183,125.5254984
32,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,172,89.49247952
45,Male,Married,1,HS Grad,Middle Atlantic,Information,No,177,84.04595765
37,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,185,169.07354
47,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,182,160.6424754
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,176,144.1706065
53,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,193,73.77574327
66,Male,Divorced,2,HS Grad,Middle Atlantic,Information,Yes,174,70.47601965
33,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,172,73.77574327
58,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,174,94.07271475
41,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,172,83.19132429
54,Male,Married,3,Some College,Middle Atlantic,Information,Yes,171,134.7053751
26,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,182,86.69515483
24,Male,Never Married,4,HS Grad,Middle Atlantic,Industrial,No,175,70.47601965
62,Male,Married,1,College Grad,Middle Atlantic,Information,No,194,130.9821774
63,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,177,136.3039976
26,Male,Never Married,3,College Grad,Middle Atlantic,Industrial,Yes,167,114.0225804
45,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,171,106.1275822
23,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,167,87.98103279
31,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,173,116.2653241
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,190,143.1349408
43,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,165,54.59815003
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,186,48.18565022
48,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,165,123.0896998
55,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,178,117.5843403
45,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,187,272.2947832
48,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,177,145.1436012
63,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,178,118.8843593
57,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,182,97.49329405
69,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,179,148.4131591
31,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,176,127.1157438
38,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,172,268.266292
43,Male,Separated,1,College Grad,Middle Atlantic,Information,Yes,179,109.8339856
19,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,181,51.90369627
44,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,188,114.4757133
31,Male,Married,3,College Grad,Middle Atlantic,Information,No,180,134.7053751
49,Male,Never Married,4,< HS Grad,Middle Atlantic,Industrial,Yes,163,87.98103279
29,Male,Married,1,Some College,Middle Atlantic,Information,Yes,178,95.23071257
26,Male,Married,4,Some College,Middle Atlantic,Information,Yes,169,76.89360252
37,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,172,116.2653241
30,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,178,81.28325328
35,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,173,131.621803
40,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,164,117.1468169
44,Male,Divorced,4,Advanced Degree,Middle Atlantic,Information,Yes,178,68.74808773
65,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,187,125.5254984
54,Male,Married,2,Some College,Middle Atlantic,Industrial,Yes,168,101.8243521
56,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,177,140.3982002
48,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,175,107.9039239
37,Male,Divorced,1,Some College,Middle Atlantic,Industrial,No,175,58.01478201
30,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,183,99.6894637
46,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,175,85.38394038
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,171,131.7378012
58,Male,Divorced,2,HS Grad,Middle Atlantic,Information,No,181,81.28325328
52,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,178,86.69515483
45,Male,Married,1,Some College,Middle Atlantic,Information,Yes,182,157.7005277
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,175,65.11462388
51,Male,Married,1,Some College,Middle Atlantic,Industrial,No,163,90.48191336
50,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,175,46.7632688
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,167,85.38394038
46,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,174,139.7030715
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,176,148.4131591
47,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,190,81.28325328
47,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,183,118.8843593
44,Male,Married,1,College Grad,Middle Atlantic,Information,No,175,71.15195654
36,Male,Married,3,HS Grad,Middle Atlantic,Industrial,No,177,65.11085372
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,177,65.11085372
29,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,167,125.5254984
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,169,123.0896998
20,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,176,70.81503862
32,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,176,112.6488963
36,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,175,86.69515483
31,Male,Never Married,2,Some College,Middle Atlantic,Industrial,Yes,171,82.6796373
28,Male,Married,3,College Grad,Middle Atlantic,Industrial,Yes,174,130.9821774
41,Male,Divorced,4,Some College,Middle Atlantic,Information,Yes,168,117.1468169
54,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,184,176.9896505
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,170,118.8843593
19,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,166,68.74808773
59,Male,Married,1,Some College,Middle Atlantic,Information,No,175,267.9010869
64,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,173,99.6894637
31,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,176,92.65813017
37,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,170,109.8339856
30,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,176,87.98103279
24,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,179,118.8843593
26,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,167,75.04315402
44,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,163,114.4757133
39,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,176,276.7784133
48,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,173,277.6014175
53,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,Yes,186,80.57319971
42,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,169,114.4757133
44,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,187,166.3249412
25,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,176,85.38394038
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,177,43.73511168
52,Male,Married,1,Some College,Middle Atlantic,Information,No,165,101.8243521
33,Male,Married,1,Some College,Middle Atlantic,Information,Yes,193,87.98103279
30,Male,Married,2,Some College,Middle Atlantic,Information,No,183,121.4303138
38,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,184,109.8339856
29,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,179,79.85490031
57,Male,Married,3,College Grad,Middle Atlantic,Industrial,Yes,165,127.1157438
50,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,178,115.285517
23,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,171,98.60153978
46,Male,Divorced,1,Some College,Middle Atlantic,Information,Yes,180,144.4780877
61,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,166,136.1577108
70,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,173,100.7642728
59,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,181,76.89360252
57,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,169,90.48191336
25,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,168,86.69515483
48,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,190,123.9085676
52,Male,Married,3,Advanced Degree,Middle Atlantic,Information,No,173,65.11085372
44,Male,Separated,1,College Grad,Middle Atlantic,Information,Yes,181,131.7378012
40,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,169,66.96164432
43,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,179,196.1252726
51,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,180,166.3249412
43,Male,Married,3,< HS Grad,Middle Atlantic,Information,No,182,65.11085372
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,179,120.5894365
28,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,169,101.8243521
54,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,172,148.4131591
34,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,179,159.0520271
50,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,172,109.8339856
36,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,187,140.0511976
36,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,184,132.3524777
71,Male,Widowed,1,Some College,Middle Atlantic,Industrial,Yes,173,118.8843593
31,Male,Never Married,3,Advanced Degree,Middle Atlantic,Information,Yes,167,97.49329405
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,167,134.7053751
20,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,182,72.15045568
23,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,177,87.98103279
42,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,176,49.55533812
41,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,174,149.0558956
27,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,179,122.2636739
29,Male,Married,1,Some College,Middle Atlantic,Industrial,No,174,101.8243521
41,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,184,99.6894637
41,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,175,104.9215065
22,Male,Never Married,1,Some College,Middle Atlantic,Information,No,181,81.28325328
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,172,73.77574327
50,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,174,82.6796373
49,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,173,148.4131591
42,Male,Married,1,Some College,Middle Atlantic,Information,Yes,175,118.8843593
38,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,185,129.4536446
55,Male,Married,1,College Grad,Middle Atlantic,Information,No,170,134.7053751
47,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,167,79.85490031
52,Male,Married,4,< HS Grad,Middle Atlantic,Information,No,177,68.11199407
56,Male,Divorced,1,College Grad,Middle Atlantic,Industrial,No,168,40.40566526
30,Male,Married,1,Some College,Middle Atlantic,Information,No,173,131.7378012
56,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,178,134.7053751
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,176,114.4757133
43,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,183,126.3238807
35,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,172,116.7071546
58,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,178,109.8339856
69,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,167,81.22674631
68,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,188,87.98103279
52,Male,Married,1,Some College,Middle Atlantic,Information,Yes,174,127.1157438
46,Male,Never Married,2,College Grad,Middle Atlantic,Information,Yes,169,104.9215065
39,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,176,107.9039239
66,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,177,109.8339856
30,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,183,117.1468169
30,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,183,107.9039239
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,178,72.15045568
49,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,159,160.6424754
54,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,179,148.4131591
48,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,167,143.1349408
37,Male,Separated,2,Some College,Middle Atlantic,Information,No,184,97.49329405
46,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,178,141.7751723
53,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,182,148.4131591
31,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,171,109.8339856
18,Male,Never Married,1,Some College,Middle Atlantic,Information,No,178,59.09706408
49,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,183,152.5282169
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,176,81.28325328
40,Male,Married,1,HS Grad,Middle Atlantic,Information,No,177,43.73511168
37,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,188,96.37065283
24,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,183,101.8243521
35,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,165,130.9821774
27,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,174,82.6796373
44,Male,Never Married,3,Advanced Degree,Middle Atlantic,Information,Yes,165,130.9821774
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,174,89.24288466
40,Male,Married,1,Some College,Middle Atlantic,Information,No,174,85.11853342
39,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,170,166.3249412
42,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,175,100.7642728
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,176,99.6894637
58,Male,Married,1,Some College,Middle Atlantic,Information,Yes,178,123.0896998
40,Male,Married,3,Advanced Degree,Middle Atlantic,Industrial,Yes,181,163.515864
27,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,175,85.38394038
31,Male,Married,1,Some College,Middle Atlantic,Information,Yes,183,75.35567932
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,180,65.11085372
38,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,173,92.65813017
34,Male,Married,1,College Grad,Middle Atlantic,Information,No,180,137.5901428
41,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,173,134.8515263
20,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,171,72.4793163
28,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,176,178.5330504
55,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,191,98.59934386
38,Male,Married,1,College Grad,Middle Atlantic,Information,No,179,115.3750386
33,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,No,174,73.77574327
43,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,174,36.6737042
50,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,168,123.0896998
55,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,171,87.98103279
24,Male,Never Married,2,Some College,Middle Atlantic,Information,No,180,73.93571929
